DATE,INSTITUTION,TP,SECCHI,LAT,LONG,YEAR,SEASON,DISTANCE
8/1/2011,NOAA,31.66,0.75,41.761,-83.264,2011,Mid,0.2414
7/29/2013,OSU,31.72,2,41.704,-83.242,2013,Mid,0.2553
8/2/2010,NOAA,31.81,1.5,41.859,-83.265,2010,Mid,0.2837
8/16/2010,NOAA,32.08,1.5,41.834,-83.19,2010,Mid,0.3366
7/1/2010,ODNR,32.09999847,,41.839,-83.055,2010,Mid,0.4645
9/5/2013,OEPA,32.1,,41.685,-82.9333,2013,Late,0.5638
7/2/2012,Toledo,32.2,1.8,41.734,-83.297,2012,Mid,0.2036
7/18/2012,ODNR,32.4,,41.702,-83.248,2012,Mid,0.2492
7/29/2013,OSU,32.4,1.27,41.574,-82.945,2013,Mid,0.5653
7/12/2011,NOAA,32.49,3.1,41.858,-83.269,2011,Mid,0.2799
7/22/2010,Toledo,32.5,1.2,41.789,-83.356,2010,Mid,0.1691
7/22/2010,Toledo,32.7,1.3,41.742,-83.402,2010,Mid,0.1058
6/14/2010,NOAA,32.89,1.4,41.859,-83.242,2010,Early,0.303
8/26/2013,OSU,32.96,1.52,41.649,-83.098,2013,Mid,0.4014
9/12/2011,NOAA,32.97,1.4,41.859,-83.284,2011,Late,0.2681
8/11/2010,ODNR,33,,41.702,-83.248,2010,Mid,0.2492
8/30/2012,ODNR,33,,41.702,-83.248,2012,Mid,0.2492
7/14/2010,ODNR,33.09999847,,41.839,-83.055,2010,Mid,0.4645
8/31/2010,Toledo,33.1,1.34,41.751,-83.104,2010,Mid,0.3969
7/2/2012,Toledo,33.3,1.9,41.742,-83.401,2012,Mid,0.1066
8/12/2013,OSU,33.36,1.63,41.597,-82.92,2013,Mid,0.5857
8/1/2011,NOAA,33.46,1.1,41.79,-83.149,2011,Mid,0.3599
10/8/2013,OEPA,34,,41.733,-83.416237,2013,Late,0.0887
8/23/2010,NOAA,34.13,1.4,41.834,-83.191,2010,Mid,0.3353
6/8/2010,NOAA,34.15,1.1,41.886,-83.333,2010,Early,0.2502
6/20/2011,Toledo,34.2,1.35,41.75,-83.104,2011,Early,0.3971
9/19/2013,Toledo,34.2,0.6,41.75,-83.104,2013,Late,0.3967
7/25/2012,Toledo,34.4,0.9,41.734,-83.297,2012,Mid,0.2036
9/9/2013,OSU,34.54,1.1,41.595,-82.937,2013,Late,0.5688
8/13/2012,NOAA,34.58,1.4,41.763,-83.33,2012,Mid,0.1796
5/24/2010,ODNR,35,,41.839,-83.055,2010,Early,0.4645
6/24/2013,OEPA,35,,41.733,-83.416237,2013,Early,0.0887
7/3/2013,Toledo,35.1,0.9,41.751,-83.104,2013,Mid,0.3964
7/11/2011,Toledo,35.4,1.67,41.789,-83.355,2011,Mid,0.1694
8/19/2011,Toledo,35.4,0.95,41.75,-83.104,2011,Mid,0.3962
5/30/2013,Toledo,35.4,1,41.716,-83.455,2013,Early,0.0461
8/9/2010,NOAA,35.46,1.6,41.833,-83.192,2010,Mid,0.3347
4/13/2012,Toledo,35.5,1.5,41.79,-83.356,2012,Early,0.1692
6/20/2012,ODNR,35.5,,41.702,-83.248,2012,Early,0.2492
7/15/2013,Toledo,35.5,2.1,41.75,-83.104,2013,Mid,0.3969
8/16/2013,Toledo,35.5,1.4,41.716,-83.455,2013,Mid,0.0463
9/21/2010,NOAA,35.53,1.2,41.833,-83.192,2010,Late,0.3342
6/4/2012,Toledo,35.8,1.1,41.751,-83.104,2012,Early,0.3972
6/20/2012,Toledo,36.1,2.3,41.789,-83.356,2012,Early,0.1688
7/30/2013,Toledo,36.3,1.2,41.75,-83.103,2013,Mid,0.3973
9/11/2012,Toledo,36.5,1.1,41.733,-83.297,2012,Late,0.2034
8/30/2010,NOAA,36.54,1.5,41.852,-83.264,2010,Mid,0.2802
9/23/2013,OSU,37.21,2,41.66,-82.697,2013,Late,0.8013
8/10/2010,Toledo,37.4,0.9,41.743,-83.403,2010,Mid,0.1049
8/13/2012,Toledo,37.4,1.7,41.751,-83.104,2012,Mid,0.3972
8/19/2013,OSU,37.42,2,41.594,-83.833,2013,Mid,0.3515
7/22/2011,Toledo,37.6,0.95,41.815,-83.183,2011,Mid,0.3354
8/30/2010,NOAA,37.7,1.2,41.639,-83.256,2010,Mid,0.2476
6/28/2011,NOAA,37.77,1.5,41.859,-83.263,2011,Early,0.2848
6/28/2010,NOAA,37.89,4,41.763,-83.4,2010,Early,0.1174
7/6/2010,NOAA,37.9,1.4,41.754,-83.319,2010,Mid,0.1873
8/2/2012,Toledo,38,0.7,41.716,-83.455,2012,Mid,0.0463
6/17/2010,ODNR,38.09999847,,41.839,-83.055,2010,Early,0.4645
9/12/2012,NOAA,38.35,1,41.762,-83.329,2012,Late,0.1806
8/19/2013,OSU,38.35,1.38,41.696,-83.275,2013,Mid,0.2216
10/11/2011,Toledo,38.4,1.25,41.789,-83.355,2011,Late,0.1692
7/8/2010,Toledo,38.5,1.3,41.733,-83.297,2010,Mid,0.2034
7/14/2010,ODNR,38.5,,41.702,-83.248,2010,Mid,0.2492
9/15/2010,Toledo,38.6,1.35,41.819,-83.185,2010,Late,0.3353
6/11/2013,Toledo,38.6,1.3,41.75,-83.099,2013,Early,0.4021
8/23/2011,NOAA,38.77,0.9,41.787,-83.306,2011,Mid,0.2113
9/28/2012,Toledo,38.8,0.55,41.733,-83.297,2012,Late,0.2034
8/23/2010,NOAA,38.86,1.3,41.805,-83.256,2010,Mid,0.2646
10/7/2010,NOAA,38.99,0.8,41.765,-83.402,2010,Late,0.117
7/23/2012,NOAA,39,2.5,41.826,-83.195,2012,Mid,0.3287
4/4/2013,OEPA,39,,41.70163,-83.37407,2013,Early,0.123
7/25/2012,Toledo,39.2,1.3,41.751,-83.104,2012,Mid,0.3972
8/1/2011,NOAA,39.22,1,41.881,-83.279,2011,Mid,0.2851
5/23/2012,Toledo,39.3,1.2,41.742,-83.401,2012,Early,0.1066
8/26/2013,OSU,39.34,1.25,41.569,-82.768,2013,Mid,0.7402
8/9/2010,NOAA,39.55,1,41.764,-83.402,2010,Mid,0.1169
7/3/2013,Toledo,39.6,0.8,41.733,-83.297,2013,Mid,0.2034
9/26/2012,ODNR,39.7,,41.702,-83.248,2012,Late,0.2492
8/2/2012,Toledo,39.9,1.3,41.734,-83.297,2012,Mid,0.2036
9/17/2012,NOAA,39.98,1,41.764,-83.327,2012,Late,0.1826
8/16/2010,NOAA,40.02,1.3,41.807,-83.255,2010,Mid,0.266
6/8/2010,NOAA,40.06,1.5,41.835,-83.364,2010,Early,0.1921
8/23/2011,NOAA,40.09,0.75,41.712,-83.206,2011,Mid,0.2914
8/13/2012,Toledo,40.2,1.1,41.743,-83.401,2012,Mid,0.1061
8/9/2010,NOAA,40.24,1.4,41.835,-83.363,2010,Mid,0.1928
7/30/2013,Toledo,40.3,2.5,41.743,-83.401,2013,Mid,0.1061
8/26/2013,OSU,40.33,1.11,41.582,-82.689,2013,Mid,0.8162
7/26/2010,NOAA,40.42,3.2,41.819,-83.362,2010,Mid,0.182
5/31/2011,Toledo,40.8,0.6,41.821,-83.185,2011,Early,0.3356
8/5/2013,OSU,40.89,1.83,41.561,-82.888,2013,Mid,0.6244
8/26/2013,OSU,40.98,1.5,41.688,-83.227,2013,Mid,0.2702
6/3/2013,OEPA,41,,41.733,-83.416237,2013,Early,0.0887
8/12/2013,OSU,41.01,1.12,41.569,-82.768,2013,Mid,0.7398
8/13/2012,ODNR,41.1,,41.702,-83.248,2012,Mid,0.2492
9/9/2013,OSU,41.32,0.98,41.649,-83.099,2013,Late,0.4013
8/16/2013,Toledo,41.5,1,41.819,-83.184,2013,Mid,0.3366
7/23/2012,NOAA,41.92,1.5,41.836,-83.365,2012,Mid,0.1926
9/3/2013,OSU,41.97,1,41.59,-82.766,2013,Late,0.7388
5/31/2012,NOAA,42.01,1.8,41.762,-83.329,2012,Early,0.1809
7/31/2012,NOAA,42.03,1,41.763,-83.33,2012,Mid,0.1798
8/29/2012,NOAA,42.31,1,41.835,-83.365,2012,Mid,0.1913
6/14/2010,NOAA,42.42,1.3,41.805,-83.257,2010,Early,0.2637
5/31/2012,NOAA,42.54,0.7,41.835,-83.364,2012,Early,0.1923
9/10/2012,ODNR,42.6,,41.702,-83.248,2012,Late,0.2492
6/8/2010,NOAA,42.7,1,41.754,-83.319,2010,Early,0.1872
9/16/2013,OSU,42.9,1.42,41.568,-82.696,2013,Late,0.8114
5/1/2012,Toledo,43,0.72,41.789,-83.355,2012,Early,0.1692
7/25/2012,OEPA,43,,41.733,-83.416237,2012,Mid,0.0887
6/24/2013,OEPA,43,,41.70163,-83.37407,2013,Early,0.123
6/14/2010,NOAA,43.01,1.3,41.754,-83.319,2010,Early,0.1869
8/12/2011,ODNR,43.09999847,,41.702,-83.248,2011,Mid,0.2492
6/28/2010,NOAA,43.19,5.7,41.835,-83.363,2010,Early,0.1926
6/20/2012,Toledo,43.2,0.6,41.716,-83.455,2012,Early,0.0465
5/10/2010,ODNR,43.59999847,,41.839,-83.055,2010,Early,0.4645
8/25/2010,ODNR,43.59999847,,41.839,-83.055,2010,Mid,0.4645
6/27/2012,Toledo,43.7,0.8,41.742,-83.401,2012,Early,0.1066
9/11/2012,Toledo,44,1.2,41.789,-83.356,2012,Late,0.1685
10/1/2012,OEPA,44,,41.733,-83.416237,2012,Late,0.0887
8/5/2013,OEPA,44,,41.70163,-83.37407,2013,Mid,0.123
8/1/2011,NOAA,44.1,1,41.905,-83.244,2011,Mid,0.3282
5/5/2011,ODNR,44.20000076,,41.702,-83.248,2011,Early,0.2492
9/5/2012,NOAA,44.45,0.6,41.712,-83.383,2012,Late,0.1149
8/16/2010,NOAA,44.66,0.9,41.754,-83.285,2010,Mid,0.2198
9/27/2010,NOAA,44.75,0.9,41.885,-83.318,2010,Late,0.2596
7/12/2012,NOAA,44.86,0.5,41.705,-83.47,2012,Mid,0.0287
8/19/2013,OEPA,45,,41.733,-83.416237,2013,Mid,0.0887
9/12/2011,NOAA,45.08,1.2,41.697,-83.602,2011,Late,0.1054
6/13/2012,Toledo,45.1,0.8,41.742,-83.401,2012,Early,0.1066
6/4/2010,Toledo,45.2,2.5,41.75,-83.104,2010,Early,0.3968
7/22/2011,Toledo,45.3,1.43,41.733,-83.298,2011,Mid,0.2029
8/5/2011,Toledo,45.3,0.85,41.75,-83.105,2011,Mid,0.396
9/15/2010,Toledo,45.6,0.75,41.734,-83.297,2010,Late,0.2032
6/25/2010,Toledo,46,2.2,41.75,-83.104,2010,Early,0.397
4/13/2012,Toledo,46.1,1,41.742,-83.402,2012,Early,0.106
8/1/2011,NOAA,46.49,1,41.859,-83.321,2011,Mid,0.2393
8/16/2010,NOAA,46.53,0.9,41.885,-83.319,2010,Mid,0.2593
5/31/2012,Toledo,46.8,0.76,41.742,-83.401,2012,Early,0.1066
7/15/2013,Toledo,46.8,1.3,41.715,-83.455,2013,Mid,0.046
9/26/2010,Toledo,46.9,0.8,41.733,-83.297,2010,Late,0.2035
5/30/2013,Toledo,47.1,1.2,41.821,-83.186,2013,Early,0.3354
8/2/2010,NOAA,47.16,0.8,41.885,-83.319,2010,Mid,0.2594
5/1/2012,Toledo,47.5,0.7,41.742,-83.401,2012,Early,0.1063
6/8/2011,Toledo,47.7,0.89,41.75,-83.104,2011,Early,0.3971
9/30/2013,OSU,47.7,1.2,41.638,-82.659,2013,Late,0.8397
6/17/2010,Toledo,47.8,1.05,41.733,-83.298,2010,Early,0.2028
9/29/2010,Toledo,47.8,1.55,41.743,-83.402,2010,Late,0.1056
5/30/2013,Toledo,47.8,1.4,41.751,-83.104,2013,Early,0.3971
8/1/2011,NOAA,48.18,0.5,41.846,-83.151,2011,Mid,0.3774
10/21/2013,OSU,48.45,1.6,41.702,-83.261,2013,Late,0.2356
8/20/2012,NOAA,48.66,0.8,41.84,-83.366,2012,Mid,0.1944
9/10/2010,NOAA,48.71,1.2,41.859,-83.264,2010,Late,0.2847
5/10/2010,ODNR,48.90000153,,41.702,-83.248,2010,Early,0.2492
8/12/2013,OSU,49.13,1.02,41.561,-82.723,2013,Mid,0.7856
10/8/2010,Toledo,49.2,0.65,41.735,-83.296,2010,Late,0.2051
7/12/2011,NOAA,49.33,2.5,41.834,-83.364,2011,Mid,0.1915
7/26/2010,NOAA,49.51,0.9,41.763,-83.402,2010,Mid,0.1163
8/23/2010,NOAA,50.15,1.2,41.891,-83.277,2010,Mid,0.2937
7/29/2013,OSU,50.15,1.07,41.569,-82.768,2013,Mid,0.7403
5/15/2012,Toledo,50.2,0.8,41.742,-83.401,2012,Early,0.1063
8/16/2010,NOAA,50.29,1.2,41.834,-83.361,2010,Mid,0.1933
9/14/2011,Toledo,50.3,0.72,41.75,-83.104,2011,Late,0.397
9/25/2013,OEPA,50.3,,41.70163,-83.37407,2013,Late,0.123
9/14/2011,Toledo,50.5,0.55,41.789,-83.356,2011,Late,0.1689
8/2/2012,Toledo,50.5,1.2,41.789,-83.356,2012,Mid,0.1688
8/29/2013,Toledo,50.5,0.9,41.821,-83.186,2013,Mid,0.3351
7/22/2011,Toledo,50.6,0.87,41.743,-83.402,2011,Mid,0.106
9/15/2010,Toledo,50.9,1,41.789,-83.355,2010,Late,0.1692
9/6/2013,OSU,50.92,1.52,41.649,-83.1,2013,Late,0.3999
7/31/2012,NOAA,51.06,1.3,41.834,-83.368,2012,Mid,0.1885
7/14/2012,Toledo,51.2,0.85,41.742,-83.401,2012,Mid,0.1066
7/25/2012,Toledo,51.2,0.7,41.789,-83.356,2012,Mid,0.1688
9/3/2013,OSU,51.39,0.96,41.578,-82.944,2013,Late,0.5656
7/11/2011,Toledo,51.5,2.63,41.821,-83.186,2011,Mid,0.3355
6/21/2010,Toledo,51.6,2.3,41.75,-83.104,2010,Early,0.3968
9/9/2011,ODNR,51.90000153,,41.839,-83.055,2011,Late,0.4645
9/3/2013,OSU,52.07,0.65,41.561,-82.791,2013,Late,0.7188
7/12/2011,NOAA,52.35,1.7,41.763,-83.402,2011,Mid,0.116
7/1/2010,ODNR,52.5,,41.702,-83.248,2010,Mid,0.2492
9/10/2010,NOAA,52.74,0.07,41.834,-83.363,2010,Late,0.1917
9/10/2010,NOAA,52.81,0.9,41.754,-83.318,2010,Late,0.1875
6/4/2010,Toledo,53.3,0.7,41.789,-83.357,2010,Early,0.1683
7/15/2010,Toledo,54,1.3,41.741,-83.401,2010,Mid,0.1061
8/27/2010,Toledo,54,1.3,41.789,-83.356,2010,Mid,0.1691
8/23/2010,NOAA,54.15,0.9,41.885,-83.318,2010,Mid,0.26
10/8/2013,Toledo,54.3,0.6,41.733,-83.297,2013,Late,0.2031
8/19/2013,OSU,54.49,0.58,41.642,-82.778,2013,Mid,0.7209
8/29/2013,Toledo,54.6,0.8,41.715,-83.456,2013,Mid,0.0453
8/12/2011,Toledo,54.8,0.9,41.789,-83.356,2011,Mid,0.1687
10/8/2013,Toledo,54.8,0.6,41.789,-83.356,2013,Late,0.1688
6/25/2010,Toledo,54.9,1.6,41.733,-83.296,2010,Early,0.2044
7/27/2011,ODNR,54.90000153,,41.702,-83.248,2011,Mid,0.2492
6/21/2010,NOAA,55.15,0.4,41.835,-83.364,2010,Early,0.1923
8/2/2010,NOAA,55.61,0.9,41.835,-83.364,2010,Mid,0.192
9/21/2010,NOAA,55.7,0.9,41.806,-83.255,2010,Late,0.2655
7/26/2010,ODNR,56.09999847,,41.702,-83.248,2010,Mid,0.2492
8/27/2010,Toledo,56.4,0.7,41.734,-83.298,2010,Mid,0.2029
7/12/2012,NOAA,56.62,0.9,41.763,-83.33,2012,Mid,0.1801
8/6/2012,NOAA,56.77,1.3,41.838,-83.364,2012,Mid,0.1946
7/22/2013,OEPA,57,,41.733,-83.416237,2013,Mid,0.0887
7/11/2011,Toledo,57.1,1.12,41.742,-83.402,2011,Mid,0.106
8/13/2012,Toledo,57.6,0.5,41.734,-83.297,2012,Mid,0.2034
8/23/2010,NOAA,57.67,1.1,41.833,-83.364,2010,Mid,0.1913
8/6/2012,NOAA,57.67,0.6,41.709,-83.383,2012,Mid,0.1145
8/29/2012,NOAA,57.68,0.8,41.73,-83.329,2012,Mid,0.1708
4/4/2013,OEPA,58,,41.733,-83.416237,2013,Early,0.0887
7/26/2010,NOAA,58.9,0.6,41.753,-83.318,2010,Mid,0.1874
6/4/2012,Toledo,58.9,0.6,41.742,-83.401,2012,Early,0.1066
6/11/2013,Toledo,59,0.6,41.821,-83.184,2013,Early,0.3368
10/7/2010,NOAA,59.38,0.4,41.754,-83.319,2010,Late,0.1874
6/15/2012,Toledo,59.5,0.52,41.734,-83.297,2012,Early,0.2036
8/9/2010,NOAA,59.51,0.8,41.885,-83.319,2010,Mid,0.2597
5/30/2013,Toledo,59.6,1,41.789,-83.356,2013,Early,0.1693
10/18/2010,NOAA,59.77,2.1,41.718,-83.424,2010,Late,0.076
9/29/2010,Toledo,59.9,1.4,41.821,-83.186,2010,Late,0.3355
8/16/2010,NOAA,60,0.6,41.765,-83.403,2010,Mid,0.1163
6/25/2010,Toledo,60.1,1.2,41.743,-83.402,2010,Early,0.106
9/19/2013,Toledo,60.4,0.6,41.733,-83.297,2013,Late,0.2031
8/5/2011,Toledo,60.5,0.8,41.733,-83.297,2011,Mid,0.2033
8/6/2012,NOAA,60.64,0.8,41.836,-83.337,2012,Mid,0.2122
6/7/2012,ODNR,60.9,,41.702,-83.248,2012,Early,0.2492
7/23/2012,NOAA,60.98,0.5,41.758,-83.33,2012,Mid,0.1777
9/17/2012,NOAA,60.99,0.6,41.838,-83.364,2012,Late,0.1945
8/5/2011,Toledo,61.7,0.85,41.789,-83.356,2011,Mid,0.1687
9/28/2012,Toledo,61.7,0.4,41.789,-83.356,2012,Late,0.1685
7/26/2010,ODNR,61.70000076,,41.839,-83.055,2010,Mid,0.4645
7/30/2012,ODNR,62,,41.702,-83.248,2012,Mid,0.2492
9/27/2010,NOAA,62.14,0.6,41.753,-83.214,2010,Late,0.2888
6/8/2010,NOAA,63.05,1.5,41.764,-83.403,2010,Early,0.1163
8/2/2012,Toledo,63.2,1.8,41.751,-83.104,2012,Mid,0.3972
9/29/2010,Toledo,63.3,0.5,41.735,-83.296,2010,Late,0.2051
9/16/2013,OSU,63.34,0.96,41.648,-83.099,2013,Late,0.4009
10/7/2010,NOAA,63.43,0.7,41.704,-83.385,2010,Late,0.112
7/19/2010,NOAA,63.72,0.8,41.718,-83.424,2010,Mid,0.0762
10/18/2010,NOAA,63.73,2.5,41.704,-83.386,2010,Late,0.1111
7/12/2011,NOAA,64.61,2,41.918,-83.277,2011,Mid,0.3121
7/12/2011,NOAA,64.66,1.9,41.852,-83.331,2011,Mid,0.2273
6/28/2011,NOAA,64.7,1.5,41.754,-83.319,2011,Early,0.1871
9/23/2013,OSU,64.83,0.63,41.569,-82.768,2013,Late,0.74
7/6/2010,NOAA,65.21,1.1,41.818,-83.226,2010,Mid,0.2971
9/27/2011,Toledo,65.7,0.3,41.733,-83.296,2011,Late,0.2041
9/30/2013,OSU,65.76,0.51,41.633,-82.934,2013,Late,0.5666
6/14/2010,NOAA,65.88,1.8,41.765,-83.402,2010,Early,0.1167
6/14/2010,NOAA,66.18,1,41.669,-83.363,2010,Early,0.1368
8/27/2010,Toledo,66.3,0.6,41.742,-83.402,2010,Mid,0.1056
5/1/2012,Toledo,66.4,0.5,41.716,-83.455,2012,Early,0.0467
7/22/2011,Toledo,66.6,1.45,41.789,-83.357,2011,Mid,0.1682
8/2/2010,NOAA,66.73,0.6,41.706,-83.387,2010,Mid,0.1109
8/23/2011,NOAA,66.91,0.5,41.631,-83.099,2011,Mid,0.4032
7/12/2011,NOAA,67.16,2.5,41.706,-83.385,2011,Mid,0.1128
9/23/2013,OSU,67.4,0.74,41.621,-82.936,2013,Late,0.5663
7/8/2010,Toledo,68.1,1,41.742,-83.401,2010,Mid,0.106
9/17/2012,NOAA,68.27,0.7,41.707,-83.385,2012,Late,0.1125
7/18/2012,ODNR,68.6,,41.839,-83.055,2012,Mid,0.4645
7/19/2010,NOAA,68.72,1.3,41.753,-83.319,2010,Mid,0.1869
8/12/2011,Toledo,69.1,0.63,41.742,-83.402,2011,Mid,0.1057
10/8/2013,Toledo,69.4,0.5,41.742,-83.402,2013,Late,0.1058
8/19/2011,Toledo,69.6,0.45,41.733,-83.296,2011,Mid,0.2042
9/9/2013,OSU,69.6,0.82,41.568,-82.768,2013,Late,0.7398
7/27/2011,ODNR,70,,41.839,-83.055,2011,Mid,0.4645
8/30/2010,NOAA,70.12,0.9,41.885,-83.364,2010,Mid,0.2304
9/21/2010,NOAA,70.25,0.7,41.754,-83.319,2010,Late,0.1873
6/3/2010,ODNR,70.80000305,,41.702,-83.248,2010,Early,0.2492
6/24/2013,Toledo,71,1,41.789,-83.356,2013,Early,0.1686
6/4/2012,Toledo,71.5,0.3,41.789,-83.356,2012,Early,0.1688
7/12/2010,NOAA,71.66,1,41.705,-83.386,2010,Mid,0.111
6/20/2012,Toledo,71.8,1.4,41.742,-83.401,2012,Early,0.1066
5/20/2010,Toledo,71.9,0.32,41.821,-83.186,2010,Early,0.335
9/10/2010,NOAA,71.93,0.5,41.834,-83.363,2010,Late,0.1917
7/12/2010,NOAA,71.95,0.05,41.718,-83.423,2010,Mid,0.0773
6/4/2012,Toledo,72.1,0.5,41.734,-83.297,2012,Early,0.2036
10/8/2013,OSU,72.36,0.5,41.693,-83.278,2013,Late,0.219
6/21/2010,NOAA,72.85,1.8,41.754,-83.319,2010,Early,0.1867
7/12/2011,NOAA,72.98,0.5,41.718,-83.422,2011,Mid,0.0777
6/28/2011,NOAA,73.5,2,41.804,-83.256,2011,Early,0.2637
7/3/2013,Toledo,73.5,0.4,41.821,-83.186,2013,Mid,0.3352
6/21/2010,NOAA,73.57,2,41.764,-83.403,2010,Early,0.1157
9/12/2011,NOAA,74.29,0.6,41.639,-83.102,2011,Late,0.3996
9/21/2010,NOAA,74.7,0.9,41.861,-83.264,2010,Late,0.2855
8/2/2010,NOAA,74.88,0.6,41.764,-83.415,2010,Mid,0.1061
9/27/2010,NOAA,75.19,0.5,41.764,-83.392,2010,Late,0.1252
9/5/2012,NOAA,75.2,0.6,41.837,-83.36,2012,Late,0.1962
6/27/2011,Toledo,75.3,1.12,41.734,-83.299,2011,Early,0.202
9/26/2012,ODNR,75.4,,41.839,-83.055,2012,Late,0.4645
9/20/2010,Toledo,75.6,0.4,41.742,-83.402,2010,Late,0.1059
4/29/2013,OEPA,76,,41.7267,-83.15,2013,Early,0.3483
8/12/2011,Toledo,76.1,0.66,41.75,-83.104,2011,Mid,0.3966
6/17/2010,ODNR,76.59999847,,41.702,-83.248,2010,Early,0.2492
9/16/2013,OSU,76.94,1,41.575,-82.704,2013,Late,0.8025
9/12/2011,NOAA,76.95,0.3,41.752,-83.091,2011,Late,0.4094
5/31/2012,NOAA,77.08,0.5,41.704,-83.386,2012,Early,0.1113
8/19/2011,Toledo,77.2,0.48,41.789,-83.356,2011,Mid,0.1688
9/21/2010,NOAA,77.28,0.7,41.885,-83.318,2010,Late,0.2603
9/27/2011,Toledo,77.6,0.42,41.789,-83.356,2011,Late,0.1689
9/14/2011,Toledo,77.8,0.45,41.742,-83.401,2011,Late,0.1059
8/29/2013,Toledo,77.8,0.5,41.789,-83.356,2013,Mid,0.1689
8/19/2011,Toledo,78.1,0.51,41.742,-83.402,2011,Mid,0.1057
8/29/2012,NOAA,78.27,0.4,41.704,-83.388,2012,Mid,0.1091
8/20/2012,NOAA,79.74,0.9,41.705,-83.385,2012,Mid,0.1123
7/22/2013,OEPA,80,,41.70163,-83.37407,2013,Mid,0.123
6/11/2013,Toledo,80.5,0.7,41.716,-83.455,2013,Early,0.0464
10/14/2013,OSU,80.53,0.49,41.693,-83.26,2013,Late,0.237
6/20/2012,Toledo,80.7,0.9,41.734,-83.297,2012,Early,0.2036
