bathy,chla,D.coast,D.ice,D.inswb,D.slp,S.bathy,W.mass,A.v50,A.v75,A.v100,A.v300,A.v500,A.v300.2,A.v500.2,A.v500.3,year,Lat,Lon,MN,MN.G,BA,BA.G,TW
-158.0141,0.643037,2000,72748.7,41760.87,25000,1.970695,0.9604368,NA,NA,-88.83,-90.39,NA,-90.97,NA,-90.58,2002,-67.2922,-67.6497,0,0,0,0,0
-17.65698,0.6254256,1500,70676.65,44729.15,30000,3.859483,0.962492,NA,NA,-87.98,-88.38,NA,-88.36,NA,-88.38,2002,-67.3148,-67.5842,0,0,0,0,0
-123.8067,0.5971128,2236.068,63904.77,47278.87,35355.34,5.537346,0.8192219,NA,NA,-87.66,-88.37,NA,-89.57,NA,-88.37,2002,-67.3668,-67.6228,0,0,0,0,0
-796.9497,0.6326838,18200.28,1573.704,0,1e+05,2.796492,1.120102,NA,NA,-93.26,-92.85,NA,-92.54,NA,-93.97,2002,-67.902,-68.3907,0,0,0,0,0
-687.0984,0.3565228,12500,8024.346,2103.882,90138.78,3.46506,1.078959,NA,NA,-96.85,-94.39,NA,-93.65,NA,-95.38,2002,-67.8418,-68.2767,0,0,0,0,0
-605.1666,0.395254,10124.23,13445.73,6311.646,83216.59,1.083257,0.9930495,NA,NA,-88.13,-89.93,NA,-89.74,NA,-91.03,2002,-67.7845,-68.156,0,0,0,0,0
-785.1793,0.3002554,13416.41,10556.73,2975.339,87464.28,1.083257,1.052307,NA,NA,-99.42,-93.7,NA,-92.6,NA,-94.81,2002,-67.8132,-68.1115,0,0,0,0,0
-363.1475,0.4836823,4272.002,16429.95,10519.41,79056.95,3.419669,0.9191275,NA,NA,-99.24,-95.54,NA,-94.36,NA,-95.68,2002,-67.7623,-68.2737,0,0,0,0,0
-390.5153,0.6191018,5590.17,15499.18,10727.74,85146.93,0.4547687,0.8581601,NA,NA,-99.02,-96.47,NA,-95.74,NA,-97.16,2002,-67.786,-68.4965,0,0,0,0,0
-108.5387,0.6428681,8139.41,12589.63,10727.74,91923.88,0.9093913,0.6192936,NA,NA,-85.71,-85.79,NA,-93.18,NA,-85.79,2002,-67.8198,-68.7112,0,0,0,0,0
-281.9743,0.2622568,5000,14929.46,16431.84,99247.16,0.5529794,0.1595398,NA,NA,-95.97,-96.67,NA,-97.39,NA,-96.67,2002,-67.8532,-68.9313,0,0,0,0,0
-160.9161,0.08152536,7500,22913.47,23987.95,98994.95,0.4169356,0.02240219,NA,NA,-93.79,-94.85,NA,-97.63,NA,-94.85,2002,-67.8327,-69.1358,0,0,0,0,0
-167.0978,0.8560291,13829.32,31355.82,23522.12,98615.41,0.3398521,0.1460801,NA,NA,-94.57,-94.71,NA,-95.1,NA,-94.71,2002,-67.7673,-69.2722,0,0,0,0,0
-116.2906,0.9329011,9500,47342.07,18934.94,91923.88,0.1490582,0.06429508,NA,NA,-82.92,-82.35,NA,-75.38,NA,-82.35,2002,-67.6248,-69.363,0,0,0,0,0
-122.5244,0.9747127,9013.878,53250.75,14727.17,90138.78,1.371245,0.007212065,NA,NA,-85.83,-82.78,NA,-78.66,NA,-82.78,2002,-67.5723,-69.4045,0,0,0,0,0
-447.9395,0.6783878,25303.16,80566.87,11329.75,85000,0.2374021,1.268152,NA,NA,-98.64,-101.76,NA,-104.48,NA,-102.71,2002,-67.3257,-69.6357,0,0,0,0,0
-2940.509,1.462211,147584.7,229015.8,29753.38,5000,1.863297,1.761876,NA,NA,-96.34,-98.77,NA,-100.65,NA,-99.54,2002,-66.1888,-71.2727,0,0,0,0,0
-2018.478,1.561913,139946.4,220706,37458.55,0,10.28499,1.717791,NA,NA,-95.01,-94.39,NA,-93.97,NA,-95.28,2002,-66.2382,-71.1497,0,0,0,0,0
-784.859,1.550431,132273.4,213960.1,45025.04,0,5.275893,1.710823,NA,NA,-99.81,-102.01,NA,-103.57,NA,-102.58,2002,-66.2912,-71.033,0,0,0,0,0
-784.859,1.565255,134768.3,215781.1,42077.64,0,8.497187,1.698589,NA,NA,-101.81,-99.17,NA,-98.51,NA,-100.23,2002,-66.2793,-71.0857,0,0,0,0,0
-2570.306,1.522349,142762,224378.4,34506.23,0,8.000195,1.727553,NA,NA,-96,-93.99,NA,-93.27,NA,-95.02,2002,-66.2265,-71.211,0,0,0,0,0
-3011.391,1.408645,150786.3,232706,26778.05,7071.068,1.863297,1.76716,NA,NA,-81.25,-85.56,NA,-94.63,NA,-86.27,2002,-66.1735,-71.3367,0,0,0,0,0
-2018.478,1.56162,139242.6,220706,37458.55,0,10.28499,1.717791,NA,NA,-90.94,-91.12,NA,-91.12,NA,-92.19,2002,-66.2398,-71.1427,0,0,0,0,0
-1306.35,1.665964,139378.1,217296.5,37635.39,0,10.62311,1.754778,NA,NA,-94.2,-94.34,NA,-94.49,NA,-95.42,2002,-66.3028,-71.2393,0,0,0,0,0
-914.1459,1.909472,140382.5,214122,40632.71,0,10.24667,1.91228,NA,NA,-102.13,-100.23,NA,-99.72,NA,-101.21,2002,-66.3667,-71.3427,0,0,0,0,0
-221.8248,0.5633477,10440.31,26380.08,26942.84,101242.3,0.4627309,0.1125237,NA,NA,-87.88,-84.46,NA,-82.43,NA,-84.46,2002,-67.8157,-69.2118,0,0,0,0,0
-164.0665,0.1293041,4031.129,16949.31,17852.03,99247.16,0.7749721,0.1196736,NA,NA,-93.04,-93.14,NA,-94.64,NA,-93.14,2002,-67.8472,-68.9868,0,0,0,0,0
-195.6461,0.659013,7158.911,14163.33,12623.29,91923.88,2.887165,0.6960658,NA,NA,-98.16,-96.22,NA,-94.79,NA,-96.4,2002,-67.8012,-68.6527,0,0,0,0,0
-190.8248,0.5584306,4031.129,14929.46,10519.41,85146.93,1.959771,0.9021288,NA,NA,-92.44,-91.66,NA,-90.23,NA,-91.9,2002,-67.775,-68.4125,0,0,0,0,0
-409.8436,0.46622,6264.982,19015.13,10519.41,79056.95,1.902056,0.9245836,NA,NA,-97.23,-95.18,NA,-94.29,NA,-94.36,2002,-67.738,-68.202,0,0,0,0,0
-439.9033,0.4947767,8746.428,28889.36,19847.98,69462.22,1.469821,0.9022421,NA,NA,-99.68,-96.31,NA,-95.51,NA,-97,2002,-67.6565,-68.0488,0,0,0,0,0
-409.8436,0.4849566,6800.735,19718.45,12797.42,76321.69,1.902056,0.8985071,NA,NA,-96.63,-94.82,NA,-93.94,NA,-96.02,2002,-67.7295,-68.1877,0,0,0,0,0
-190.8248,0.5384737,3500,15499.18,10519.41,82006.09,1.959771,0.9183794,NA,NA,-89.51,-85.16,NA,-83.06,NA,-85.16,2002,-67.77,-68.3752,0,0,0,0,0
-311.5742,0.6567383,5830.952,14508.83,10519.41,88459.03,2.887165,0.7925234,NA,NA,-96.88,-87.32,NA,-85.58,NA,-87.65,2002,-67.7935,-68.5948,0,0,0,0,0
-201.2644,0.6121189,7826.238,14250.49,11329.75,95524.87,1.442792,0.5379101,NA,NA,-97.96,-97.77,NA,-97.42,NA,-97.77,2002,-67.822,-68.754,0,0,0,0,0
-167.0978,0.8298761,12903.49,29858.93,24535.27,98615.41,0.3398521,0.1271407,NA,NA,-88.09,-86.89,NA,-84.65,NA,-86.89,2002,-67.7793,-69.2605,0,0,0,0,0
-237.7247,0.2377395,9617.692,21919.16,25681.15,98994.95,0.4876224,0.06796976,NA,NA,-102.53,-95.39,NA,-93.5,NA,-95.39,2002,-67.8532,-69.1652,0,0,0,0,0
-620.9843,0.7713362,20506.1,8474.654,19396.83,77781.74,1.731603,0.5755717,NA,NA,-101.44,-94.57,NA,-93.23,NA,-94.64,2002,-68.02,-69.3013,0,0,0,0,0
-428.2294,0.8196945,22461.08,1573.704,8926.016,67268.12,0.792488,0.8770887,NA,NA,-101.85,-98.04,NA,-97.12,NA,-98.58,2002,-68.1078,-69.3902,0,0,0,0,0
-459.0257,0.04336219,27064.74,10076.62,5950.677,15811.39,0.6169527,1.232665,NA,NA,-94.68,-93.27,NA,-92.71,NA,-94.1,2002,-68.507,-70.3787,0,0,0,0,0
-1324.839,0.02360909,32330.33,1573.704,14113.27,18027.76,1.446297,1.341929,NA,NA,-99.6,-97.24,NA,-96.63,NA,-98.34,2002,-68.4992,-70.0368,0,0,0,0,0
-1349.256,0.01531994,26348.63,1573.704,7585.655,7071.068,1.058528,1.31493,NA,NA,-98.67,-96.01,NA,-95.3,NA,-97.02,2002,-68.56,-70.0495,0,0,0,0,0
-451.0371,0.7314224,38694.32,17594.54,12267.63,72111.02,1.823553,0.8309059,NA,NA,-92.03,-96.53,NA,-103.53,NA,-97.58,2002,-68.0213,-69.7538,0,0,0,0,0
-548.0119,0.6436802,45276.93,21113.45,6311.646,67082.04,1.157459,0.9632279,NA,NA,-103.86,-105.34,NA,-106.15,NA,-106.02,2002,-68.023,-69.9115,0,0,0,0,0
-236.9096,0.4108524,22940.14,0,11329.75,106066,0.6136574,1.026159,NA,NA,-89.95,-86.53,NA,-83.77,NA,-86.53,2002,-68.03,-67.8155,0,0,0,0,0
-231.7721,0.1675576,15297.06,6294.815,6653.059,98994.95,0.448626,1.054864,NA,NA,-99.78,-94.88,NA,-92.43,NA,-94.88,2002,-67.9648,-67.7127,0,0,0,0,0
-170.3934,0.2138961,19000,8024.346,5950.677,102591.4,0.28422,1.068792,NA,NA,-97.74,-94.49,NA,-92.34,NA,-94.49,2002,-67.9555,-67.8352,0,0,0,0,0
-269.6027,0.336468,24046.83,4451.106,4704.423,105119,0.2820806,1.055347,NA,NA,-98.29,-93.19,NA,-91.78,NA,-93.21,2002,-67.9862,-67.9255,0,0,0,0,0
-215.0475,0.4727217,26248.81,1573.704,10519.41,109658.6,0.6136574,1.030655,NA,NA,-95.19,-88.13,NA,-85.66,NA,-88.14,2002,-68.0437,-67.8888,0,0,0,0,0
-389.7819,0.6233324,24274.47,7868.519,10519.41,111803.4,1.170112,0.9873937,NA,NA,-96.14,-95.26,NA,-94.89,NA,-96.06,2002,-68.0997,-67.82,0,0,0,0,0
-364.044,0.7046844,20615.53,13445.73,10727.74,111018,1.088023,0.9242609,NA,NA,-80.53,-85.18,NA,-93.31,NA,-86.13,2002,-68.1527,-67.7607,0,0,0,0,0
-455.2542,0.8289545,26119.92,1573.704,2975.339,60207.97,0.8414731,1.036803,NA,NA,-99.53,-100.99,NA,-101.75,NA,-101.86,2002,-68.1565,-69.4488,0,0,0,0,0
-428.2294,0.8196945,23086.79,1573.704,10519.41,67268.12,1.014191,0.8430716,NA,NA,-102.53,-101.41,NA,-101.08,NA,-101.91,2002,-68.1033,-69.402,0,0,0,0,0
-600.9008,0.7966014,20524.38,6294.815,16431.84,74330.34,0.6309491,0.6492418,NA,NA,-106.7,-101.97,NA,-100.99,NA,-102.22,2002,-68.0512,-69.3337,0,0,0,0,0
-277.1426,0.7504318,21319.01,9572.466,22364.57,81394.1,1.731603,0.5034214,NA,NA,-105.26,-103.07,NA,-102.45,NA,-103.54,2002,-68.0008,-69.2883,0,0,0,0,0
-170.4906,0.6618622,19830.53,12589.63,27672.25,84852.81,1.919486,0.3605202,NA,NA,-97.65,-98.3,NA,-99.2,NA,-98.31,2002,-67.9565,-69.2432,0,0,0,0,0
-172.6107,0.4767079,14534.44,16949.31,26612.24,91923.88,1.721412,0.2417732,NA,NA,-99.43,-97.83,NA,-97.05,NA,-97.99,2002,-67.9058,-69.202,0,0,0,0,0
-237.7247,0.2377395,10049.88,22532.01,25681.15,98994.95,0.4876224,0.06796976,NA,NA,-96.83,-96.83,NA,-96.46,NA,-96.83,2002,-67.8508,-69.185,0,0,0,0,0
-167.0978,0.8298761,13200.38,29858.93,24535.27,98615.41,0.3398521,0.1271407,NA,NA,-96.51,-95.65,NA,-93.23,NA,-95.65,2002,-67.7798,-69.2673,0,0,0,0,0
-378.6063,0.8588723,10594.81,38579.82,21455.47,96176.92,0.9444042,0.2636326,NA,NA,-90.86,-90.68,NA,-90.46,NA,-90.68,2002,-67.7007,-69.3152,0,0,0,0,0
-199.6562,0.8518818,8139.41,41307.85,23238.14,93941.47,1.281062,0.2831367,NA,NA,-81.14,-84.37,NA,-103.64,NA,-84.37,2002,-67.6775,-69.2898,0,0,0,0,0
-329.4168,0.305178,27572.63,33898.62,0,25000,0.6705958,1.156431,NA,NA,-65.96013,-84.38,NA,-67.78229,NA,NA,2002,-68.779,-69.4773,0,0,1,1,1
-493.7553,0.03282201,23243.28,5674.069,2103.882,18027.76,1.340149,1.219974,NA,NA,-69.48153,-86.4,NA,-70.57178,NA,NA,2002,-68.5417,-70.4507,0,0,1,1,1
-680.1096,0.05521099,29832.87,7868.519,9408.847,15811.39,5.279129,1.285714,NA,NA,-70.66115,-89.27,NA,-70.90939,NA,NA,2002,-68.4975,-70.1945,0,0,1,1,1
-201.1181,0.1099783,68165.24,39468.29,0,70710.68,0.5204963,1.13345,NA,NA,-73.52,-70.4,NA,-69.67,NA,NA,2002,-68.256,-71.8477,0,0,1,1,1
-766.8953,NA,5656.854,NA,NA,53150.73,1.59008,NA,NA,NA,-71.71812,-84.91,NA,-71.73386,NA,NA,2002,-66.6227,-67.4657,0,0,2,1,2
-405.9697,0.1585134,37165.17,12291.02,12267.63,20615.53,2.527452,1.264527,NA,NA,-69.22038,-90.18,NA,-69.15229,NA,NA,2002,-68.5458,-69.7157,10,3,2,1,12
-475.7407,1.871014,86609.76,136077.6,62552.91,61032.78,0.1447009,1.371069,NA,NA,-84.35,-78.71,NA,-77.7,NA,NA,2002,-67.0315,-70.8173,0,0,2,1,2
-389.8111,0.01438709,117924.8,77431.98,59581.11,5000,3.990229,1.583182,NA,NA,-73.52,-70.4,NA,-69.67,NA,NA,2002,-68.9073,-77.2742,0,0,2,1,2
-461.8926,NA,9617.692,NA,NA,65192.02,1.942991,NA,NA,NA,-69.99911,-94.71,NA,-66.99039,NA,NA,2002,-66.5198,-67.5627,0,0,3,1,3
-116.5406,0.8915494,13536.99,54628.15,12797.42,94868.33,1.371245,0.1851621,NA,NA,-76.07225,-82.24,NA,-72.48823,NA,NA,2002,-67.5842,-69.5015,0,0,3,1,3
-982.0054,0.1136755,17000,19718.45,0,10000,3.576923,1.18224,NA,NA,-65.10764,-84.83,NA,-68.59236,NA,NA,2002,-68.735,-69.8903,3,1,3,3,6
-327.085,NA,8902.247,NA,NA,25000,2.902117,NA,NA,NA,-72.3404,-83.84,NA,-71.97781,NA,NA,2002,-66.7537,-66.771,0,0,5,1,5
-982.0054,0.1110832,16807.74,21113.45,0,10000,3.494194,1.18224,NA,NA,-65.03415,-83.11,NA,-68.49467,NA,NA,2002,-68.7478,-69.8673,11,2,8,1,19
-529.9863,0.2072443,38422,11348.14,12267.63,20615.53,1.495092,1.264527,NA,NA,-69.41572,-87.65,NA,-69.15229,NA,NA,2002,-68.5352,-69.7017,0,0,2,1,2
-982.0054,0.1110832,16807.74,21113.45,0,10000,3.494194,1.18224,NA,NA,-65.03415,-83.32,NA,-68.49467,NA,NA,2002,-68.7482,-69.8675,0,0,8,1,8
-982.0054,0.1136755,17000,19718.45,0,10000,3.576923,1.179694,NA,NA,-65.10764,-85.39,NA,-68.59236,NA,NA,2002,-68.7348,-69.8903,0,0,0,0,0
-609.9391,NA,7615.773,NA,NA,49244.29,2.529467,NA,NA,NA,-72.95525,-90.26,NA,-71.89833,NA,NA,2002,-66.6607,-67.4255,1,1,0,0,1
-406.715,0.9335111,13829.32,40855.73,16962.04,98488.58,0.7477379,0.3071815,NA,NA,-80.86625,-92.22,NA,-72.78963,NA,NA,2002,-67.7057,-69.4058,2,1,0,0,2
-440.1215,0.1463142,11672.62,62255.85,4207.764,87321.24,1.39163,0.7903762,NA,NA,-73.66537,-84.08,NA,-73.85532,NA,NA,2002,-67.4905,-69.4618,2,1,0,0,2
-599.881,0.3805224,18200.28,71374.02,5950.677,85586.21,0.4094585,1.326864,NA,NA,-70.92785,-102.61,NA,-74.19656,NA,NA,2002,-67.4053,-69.5528,2,1,0,0,2
-798.3607,0.8158829,35245.57,14075.63,13306.12,68007.35,1.721512,0.8035152,NA,NA,-76.98113,-95.33,NA,-75.59548,NA,NA,2002,-68.0358,-69.6822,2,1,0,0,2
-438.3287,0.8779643,27572.63,4976.488,0,57008.77,1.35925,1.16073,NA,NA,-70.13726,-96.99,NA,-72.32355,NA,NA,2002,-68.1987,-69.4465,4,2,0,0,4
-667.3393,0.9674435,35106.98,9952.977,5950.677,50000,1.234519,1.319904,NA,NA,-68.9165,-90.53,NA,-71.76476,NA,NA,2002,-68.2885,-69.5182,6,2,0,0,6
-788.8561,0.1486552,27354.16,13445.73,4704.423,15000,2.573764,1.227732,NA,NA,-67.35542,-89.42,NA,-68.77468,NA,NA,2002,-68.6352,-69.8095,6,2,0,0,6
-561.4823,0.1373752,19697.71,21113.45,0,14142.14,3.576923,1.187389,NA,NA,-65.69682,-93.24,NA,-68.44416,NA,NA,2002,-68.7252,-69.8232,6,2,0,0,6
-109.9452,0.9164729,15500,47342.07,16962.04,96566.04,1.163082,0.2910127,NA,NA,-78.13963,-82.17,NA,-73.38604,NA,NA,2002,-67.6485,-69.4882,6,1,0,0,6
-323.994,0.6826686,44283.18,15499.18,6311.646,36055.51,0.7727211,1.242828,NA,NA,-68.62056,-89.87,NA,-71.0366,NA,NA,2002,-68.3778,-69.5925,9,4,0,0,9
-771.9711,0.1007177,13928.39,23394.79,0,10000,4.764343,1.194851,NA,NA,-64.82261,-83.11,NA,-67.91895,NA,NA,2002,-68.7798,-69.8662,9,2,0,0,9
-496.9413,0.4113652,47010.64,15499.18,6311.646,26925.82,1.305265,1.231566,NA,NA,-68.58915,-90.5,NA,-69.64904,NA,NA,2002,-68.4583,-69.6055,11,3,0,0,11
-610.3007,0.7890084,35117.66,12687.61,11329.75,68007.35,0.7185016,0.8295531,NA,NA,-76.56367,-95.69,NA,-74.82476,NA,NA,2002,-68.052,-69.6817,11,5,0,0,11
-129.289,0.8927387,9617.692,43212.43,21143.75,93941.47,1.441554,0.2312224,NA,NA,-78.85527,-103.16,NA,-72.87493,NA,NA,2002,-67.657,-69.3452,12,1,0,0,12
-815.2849,0.9809131,160584.1,6488.547,67619.44,0,11.27034,1.809926,NA,NA,-78.02,-79.33,NA,-79.59,NA,NA,2002,-68.303,-75.6272,1,1,0,0,1
-425.1574,0.9191688,127008.9,47158.63,19396.83,28284.27,0.4781912,1.371231,NA,NA,-82.71,-76.86,NA,-76.38,NA,NA,2002,-67.9978,-73.632,1,1,0,0,1
-642.972,0.8884335,56784.68,110305.3,33924.08,90138.78,0.03302488,1.452314,NA,NA,-78.41,-74.17,NA,-73.39,NA,NA,2002,-67.19,-70.273,1,1,0,0,1
-500.9628,0.07068318,77540.31,20029.98,0,44721.36,0.4199631,1.199524,NA,NA,-85.51,-83.09,NA,-82.47,NA,NA,2002,-68.535,-73.494,1,1,0,0,1
-472.7029,1.221314,111096.8,158077,84810.2,36055.51,0.08341075,1.42736,NA,NA,-73.53,-70.83,NA,-70.16,NA,NA,2002,-66.9007,-71.2612,2,1,0,0,2
-499.5844,1.007859,62309.71,164276.9,44231.59,74330.34,0.1937729,1.765733,NA,NA,-78.64,-73.92,NA,-73,NA,NA,2002,-66.5217,-69.5842,2,1,0,0,2
-570.6367,0.9991621,63890.53,115750.2,38793.67,83216.59,0.4496198,1.439574,NA,NA,-77.04,-65.7,NA,-65.07,NA,NA,2002,-67.1592,-70.408,3,1,0,0,3
-429.6304,0.000479113,133645,19718.45,40194.61,31622.78,0.1698607,1.379356,NA,NA,-80.5,-81.53,NA,-81.97,NA,NA,2002,-68.49,-75.041,3,1,0,0,3
-402.5302,0.2976516,149254.8,3147.407,54700.93,14142.14,0.06584333,1.54696,NA,NA,-82.45,-78.34,NA,-77.27,NA,NA,2002,-68.3967,-75.3515,3,1,0,0,3
-408.0914,0.5262225,153082.5,1573.704,58946.25,7071.068,0.9252019,1.664588,NA,NA,-78.25,-75.62,NA,-74.97,NA,NA,2002,-68.364,-75.4515,3,1,0,0,3
-2082.661,0.9996874,162859.6,8474.654,69936.28,0,11.27034,1.821603,NA,NA,-80.6,-79.43,NA,-79.08,NA,NA,2002,-68.2878,-75.6872,3,1,0,0,3
-481.4229,1.4583,95469.89,144446.8,69936.28,50000,0.05974347,1.399735,NA,NA,-74.69,-72.82,NA,-72.4,NA,NA,2002,-66.9842,-70.9773,4,1,0,0,4
-473.4561,1.277203,105760.3,154712,80113.45,40311.29,0.2410187,1.421587,NA,NA,-73.5,-73.69,NA,-73.76,NA,NA,2002,-66.9278,-71.1672,4,1,0,0,4
-403.6771,0.9866788,116068.9,89479.97,14876.69,69462.22,0.5967512,1.727294,NA,NA,-82.62,-69.8,NA,-69.1,NA,NA,2002,-67.8858,-72.5203,4,1,0,0,4
-461.8485,1.085185,116071.1,163278.9,90369.02,29154.76,0.2000186,1.404725,NA,NA,-77.02,-74.73,NA,-74.14,NA,NA,2002,-66.8732,-71.355,5,1,0,0,5
-733.1732,0.05734105,61854.67,15737.04,11901.35,29154.76,0.5948483,0.8664144,NA,NA,-79.74,-78.69,NA,-78.37,NA,NA,2002,-68.6172,-73.1797,6,2,0,0,6
