village,conc,age,at.risk,events,gender,type
1,0,22.5,2595529,0,0,0
1,0,27.5,1846189,2,0,0
1,0,32.5,1402764,0,0,0
1,0,37.5,1215899,2,0,0
1,0,42.5,1191615,8,0,0
1,0,47.5,1111810,14,0,0
1,0,52.5,957985,36,0,0
1,0,57.5,774836,52,0,0
1,0,62.5,634758,77,0,0
1,0,67.5,492203,68,0,0
1,0,72.5,342767,70,0,0
1,0,77.5,199630,43,0,0
1,0,82.5,96293,21,0,0
1,0,22.5,2595529,7,0,1
1,0,27.5,1846189,19,0,1
1,0,32.5,1402764,17,0,1
1,0,37.5,1215899,41,0,1
1,0,42.5,1191615,75,0,1
1,0,47.5,1111810,112,0,1
1,0,52.5,957985,160,0,1
1,0,57.5,774836,200,0,1
1,0,62.5,634758,258,0,1
1,0,67.5,492203,230,0,1
1,0,72.5,342767,190,0,1
1,0,77.5,199630,108,0,1
1,0,82.5,96293,45,0,1
1,0,22.5,2956638,2,1,0
1,0,27.5,2175046,3,1,0
1,0,32.5,1580019,2,1,0
1,0,37.5,1320637,6,1,0
1,0,42.5,1327866,18,1,0
1,0,47.5,1334769,34,1,0
1,0,52.5,1214443,52,1,0
1,0,57.5,977820,61,1,0
1,0,62.5,739460,103,1,0
1,0,67.5,520965,126,1,0
1,0,72.5,320158,130,1,0
1,0,77.5,158750,88,1,0
1,0,82.5,63236,32,1,0
1,0,22.5,2956638,14,1,1
1,0,27.5,2175046,26,1,1
1,0,32.5,1580019,33,1,1
1,0,37.5,1320637,38,1,1
1,0,42.5,1327866,89,1,1
1,0,47.5,1334769,181,1,1
1,0,52.5,1214443,323,1,1
1,0,57.5,977820,478,1,1
1,0,62.5,739460,595,1,1
1,0,67.5,520965,607,1,1
1,0,72.5,320158,465,1,1
1,0,77.5,158750,230,1,1
1,0,82.5,63236,80,1,1
2,10,22.5,934,0,0,0
2,10,27.5,489,0,0,0
2,10,32.5,276,0,0,0
2,10,37.5,317,0,0,0
2,10,42.5,374,0,0,0
2,10,47.5,435,1,0,0
2,10,52.5,342,0,0,0
2,10,57.5,277,1,0,0
2,10,62.5,203,2,0,0
2,10,67.5,175,0,0,0
2,10,72.5,105,1,0,0
2,10,77.5,78,1,0,0
2,10,82.5,38,0,0,0
2,10,22.5,934,0,0,1
2,10,27.5,489,0,0,1
2,10,32.5,276,0,0,1
2,10,37.5,317,0,0,1
2,10,42.5,374,0,0,1
2,10,47.5,435,0,0,1
2,10,52.5,342,0,0,1
2,10,57.5,277,0,0,1
2,10,62.5,203,2,0,1
2,10,67.5,175,3,0,1
2,10,72.5,105,0,0,1
2,10,77.5,78,0,0,1
2,10,82.5,38,0,0,1
2,10,22.5,1128,0,1,0
2,10,27.5,634,0,1,0
2,10,32.5,389,0,1,0
2,10,37.5,313,0,1,0
2,10,42.5,364,0,1,0
2,10,47.5,410,0,1,0
2,10,52.5,325,0,1,0
2,10,57.5,227,1,1,0
2,10,62.5,141,0,1,0
2,10,67.5,104,0,1,0
2,10,72.5,63,0,1,0
2,10,77.5,39,0,1,0
2,10,82.5,22,0,1,0
2,10,22.5,1128,0,1,1
2,10,27.5,634,0,1,1
2,10,32.5,389,0,1,1
2,10,37.5,313,0,1,1
2,10,42.5,364,0,1,1
2,10,47.5,410,0,1,1
2,10,52.5,325,1,1,1
2,10,57.5,227,1,1,1
2,10,62.5,141,1,1,1
2,10,67.5,104,0,1,1
2,10,72.5,63,0,1,1
2,10,77.5,39,0,1,1
2,10,82.5,22,0,1,1
3,11,22.5,666,0,0,0
3,11,27.5,267,0,0,0
3,11,32.5,310,0,0,0
3,11,37.5,221,0,0,0
3,11,42.5,311,0,0,0
3,11,47.5,292,0,0,0
3,11,52.5,295,0,0,0
3,11,57.5,265,0,0,0
3,11,62.5,203,0,0,0
3,11,67.5,143,0,0,0
3,11,72.5,93,0,0,0
3,11,77.5,69,0,0,0
3,11,82.5,59,0,0,0
3,11,22.5,666,0,0,1
3,11,27.5,267,0,0,1
3,11,32.5,310,0,0,1
3,11,37.5,221,0,0,1
3,11,42.5,311,1,0,1
3,11,47.5,292,0,0,1
3,11,52.5,295,0,0,1
3,11,57.5,265,0,0,1
3,11,62.5,203,0,0,1
3,11,67.5,143,0,0,1
3,11,72.5,93,0,0,1
3,11,77.5,69,0,0,1
3,11,82.5,59,0,0,1
3,11,22.5,904,0,1,0
3,11,27.5,545,0,1,0
3,11,32.5,270,0,1,0
3,11,37.5,283,0,1,0
3,11,42.5,241,0,1,0
3,11,47.5,298,0,1,0
3,11,52.5,280,0,1,0
3,11,57.5,218,0,1,0
3,11,62.5,168,0,1,0
3,11,67.5,138,0,1,0
3,11,72.5,124,0,1,0
3,11,77.5,33,0,1,0
3,11,82.5,27,0,1,0
3,11,22.5,904,0,1,1
3,11,27.5,545,0,1,1
3,11,32.5,270,0,1,1
3,11,37.5,283,0,1,1
3,11,42.5,241,0,1,1
3,11,47.5,298,0,1,1
3,11,52.5,280,0,1,1
3,11,57.5,218,0,1,1
3,11,62.5,168,0,1,1
3,11,67.5,138,0,1,1
3,11,72.5,124,0,1,1
3,11,77.5,33,0,1,1
3,11,82.5,27,0,1,1
4,30,22.5,1003,0,0,0
4,30,27.5,591,0,0,0
4,30,32.5,481,0,0,0
4,30,37.5,405,0,0,0
4,30,42.5,462,0,0,0
4,30,47.5,397,0,0,0
4,30,52.5,392,0,0,0
4,30,57.5,353,0,0,0
4,30,62.5,317,0,0,0
4,30,67.5,199,1,0,0
4,30,72.5,115,0,0,0
4,30,77.5,71,1,0,0
4,30,82.5,75,0,0,0
4,30,22.5,1003,1,0,1
4,30,27.5,591,0,0,1
4,30,32.5,481,0,0,1
4,30,37.5,405,0,0,1
4,30,42.5,462,1,0,1
4,30,47.5,397,0,0,1
4,30,52.5,392,1,0,1
4,30,57.5,353,1,0,1
4,30,62.5,317,0,0,1
4,30,67.5,199,1,0,1
4,30,72.5,115,0,0,1
4,30,77.5,71,0,0,1
4,30,82.5,75,0,0,1
4,30,22.5,1187,0,1,0
4,30,27.5,782,0,1,0
4,30,32.5,549,0,1,0
4,30,37.5,472,0,1,0
4,30,42.5,469,0,1,0
4,30,47.5,421,0,1,0
4,30,52.5,379,0,1,0
4,30,57.5,323,2,1,0
4,30,62.5,312,0,1,0
4,30,67.5,232,0,1,0
4,30,72.5,157,0,1,0
4,30,77.5,60,0,1,0
4,30,82.5,45,1,1,0
4,30,22.5,1187,0,1,1
4,30,27.5,782,0,1,1
4,30,32.5,549,0,1,1
4,30,37.5,472,0,1,1
4,30,42.5,469,0,1,1
4,30,47.5,421,0,1,1
4,30,52.5,379,1,1,1
4,30,57.5,323,0,1,1
4,30,62.5,312,0,1,1
4,30,67.5,232,1,1,1
4,30,72.5,157,1,1,1
4,30,77.5,60,1,1,1
4,30,82.5,45,0,1,1
5,32,22.5,1545,0,0,0
5,32,27.5,865,0,0,0
5,32,32.5,673,0,0,0
5,32,37.5,709,0,0,0
5,32,42.5,744,0,0,0
5,32,47.5,644,0,0,0
5,32,52.5,563,1,0,0
5,32,57.5,439,0,0,0
5,32,62.5,318,0,0,0
5,32,67.5,238,1,0,0
5,32,72.5,167,0,0,0
5,32,77.5,92,0,0,0
5,32,82.5,36,1,0,0
5,32,22.5,1545,0,0,1
5,32,27.5,865,0,0,1
5,32,32.5,673,0,0,1
5,32,37.5,709,0,0,1
5,32,42.5,744,0,0,1
5,32,47.5,644,0,0,1
5,32,52.5,563,2,0,1
5,32,57.5,439,0,0,1
5,32,62.5,318,0,0,1
5,32,67.5,238,0,0,1
5,32,72.5,167,0,0,1
5,32,77.5,92,0,0,1
5,32,82.5,36,0,0,1
5,32,22.5,1792,0,1,0
5,32,27.5,1217,0,1,0
5,32,32.5,854,0,1,0
5,32,37.5,745,0,1,0
5,32,42.5,733,1,1,0
5,32,47.5,671,0,1,0
5,32,52.5,570,0,1,0
5,32,57.5,463,0,1,0
5,32,62.5,317,0,1,0
5,32,67.5,220,0,1,0
5,32,72.5,159,0,1,0
5,32,77.5,59,2,1,0
5,32,82.5,51,0,1,0
5,32,22.5,1792,0,1,1
5,32,27.5,1217,0,1,1
5,32,32.5,854,0,1,1
5,32,37.5,745,0,1,1
5,32,42.5,733,1,1,1
5,32,47.5,671,0,1,1
5,32,52.5,570,0,1,1
5,32,57.5,463,1,1,1
5,32,62.5,317,0,1,1
5,32,67.5,220,0,1,1
5,32,72.5,159,3,1,1
5,32,77.5,59,1,1,1
5,32,82.5,51,0,1,1
6,32,22.5,469,0,0,0
6,32,27.5,260,0,0,0
6,32,32.5,198,0,0,0
6,32,37.5,199,0,0,0
6,32,42.5,183,0,0,0
6,32,47.5,227,0,0,0
6,32,52.5,162,0,0,0
6,32,57.5,219,0,0,0
6,32,62.5,194,0,0,0
6,32,67.5,126,0,0,0
6,32,72.5,77,1,0,0
6,32,77.5,35,1,0,0
6,32,82.5,43,1,0,0
6,32,22.5,469,0,0,1
6,32,27.5,260,0,0,1
6,32,32.5,198,0,0,1
6,32,37.5,199,0,0,1
6,32,42.5,183,0,0,1
6,32,47.5,227,0,0,1
6,32,52.5,162,0,0,1
6,32,57.5,219,0,0,1
6,32,62.5,194,0,0,1
6,32,67.5,126,0,0,1
6,32,72.5,77,0,0,1
6,32,77.5,35,1,0,1
6,32,82.5,43,0,0,1
6,32,22.5,584,0,1,0
6,32,27.5,393,0,1,0
6,32,32.5,237,0,1,0
6,32,37.5,222,0,1,0
6,32,42.5,232,0,1,0
6,32,47.5,216,0,1,0
6,32,52.5,194,0,1,0
6,32,57.5,162,0,1,0
6,32,62.5,173,1,1,0
6,32,67.5,122,0,1,0
6,32,72.5,88,1,1,0
6,32,77.5,38,2,1,0
6,32,82.5,28,0,1,0
6,32,22.5,584,0,1,1
6,32,27.5,393,0,1,1
6,32,32.5,237,0,1,1
6,32,37.5,222,0,1,1
6,32,42.5,232,0,1,1
6,32,47.5,216,0,1,1
6,32,52.5,194,1,1,1
6,32,57.5,162,0,1,1
6,32,62.5,173,0,1,1
6,32,67.5,122,0,1,1
6,32,72.5,88,1,1,1
6,32,77.5,38,0,1,1
6,32,82.5,28,1,1,1
7,42,22.5,2063,0,0,0
7,42,27.5,1267,0,0,0
7,42,32.5,1101,0,0,0
7,42,37.5,1038,0,0,0
7,42,42.5,984,0,0,0
7,42,47.5,932,0,0,0
7,42,52.5,738,0,0,0
7,42,57.5,567,0,0,0
7,42,62.5,497,0,0,0
7,42,67.5,427,0,0,0
7,42,72.5,321,0,0,0
7,42,77.5,178,0,0,0
7,42,82.5,114,0,0,0
7,42,22.5,2063,0,0,1
7,42,27.5,1267,0,0,1
7,42,32.5,1101,0,0,1
7,42,37.5,1038,0,0,1
7,42,42.5,984,0,0,1
7,42,47.5,932,0,0,1
7,42,52.5,738,0,0,1
7,42,57.5,567,0,0,1
7,42,62.5,497,0,0,1
7,42,67.5,427,0,0,1
7,42,72.5,321,0,0,1
7,42,77.5,178,0,0,1
7,42,82.5,114,0,0,1
7,42,22.5,2188,0,1,0
7,42,27.5,1509,0,1,0
7,42,32.5,1065,0,1,0
7,42,37.5,1036,0,1,0
7,42,42.5,1051,0,1,0
7,42,47.5,951,0,1,0
7,42,52.5,820,0,1,0
7,42,57.5,637,0,1,0
7,42,62.5,511,0,1,0
7,42,67.5,408,0,1,0
7,42,72.5,247,0,1,0
7,42,77.5,122,0,1,0
7,42,82.5,84,0,1,0
7,42,22.5,2188,0,1,1
7,42,27.5,1509,0,1,1
7,42,32.5,1065,0,1,1
7,42,37.5,1036,0,1,1
7,42,42.5,1051,0,1,1
7,42,47.5,951,0,1,1
7,42,52.5,820,0,1,1
7,42,57.5,637,0,1,1
7,42,62.5,511,0,1,1
7,42,67.5,408,0,1,1
7,42,72.5,247,0,1,1
7,42,77.5,122,0,1,1
7,42,82.5,84,0,1,1
8,45,22.5,1432,0,0,0
8,45,27.5,830,0,0,0
8,45,32.5,553,0,0,0
8,45,37.5,520,0,0,0
8,45,42.5,650,0,0,0
8,45,47.5,710,0,0,0
8,45,52.5,662,0,0,0
8,45,57.5,456,0,0,0
8,45,62.5,320,0,0,0
8,45,67.5,232,0,0,0
8,45,72.5,213,0,0,0
8,45,77.5,129,0,0,0
8,45,82.5,113,0,0,0
8,45,22.5,1432,0,0,1
8,45,27.5,830,0,0,1
8,45,32.5,553,0,0,1
8,45,37.5,520,0,0,1
8,45,42.5,650,0,0,1
8,45,47.5,710,0,0,1
8,45,52.5,662,0,0,1
8,45,57.5,456,0,0,1
8,45,62.5,320,0,0,1
8,45,67.5,232,0,0,1
8,45,72.5,213,0,0,1
8,45,77.5,129,0,0,1
8,45,82.5,113,0,0,1
8,45,22.5,1981,0,1,0
8,45,27.5,1203,0,1,0
8,45,32.5,719,0,1,0
8,45,37.5,574,0,1,0
8,45,42.5,644,0,1,0
8,45,47.5,709,0,1,0
8,45,52.5,637,0,1,0
8,45,57.5,458,0,1,0
8,45,62.5,282,0,1,0
8,45,67.5,157,0,1,0
8,45,72.5,155,0,1,0
8,45,77.5,122,0,1,0
8,45,82.5,75,0,1,0
8,45,22.5,1981,0,1,1
8,45,27.5,1203,0,1,1
8,45,32.5,719,0,1,1
8,45,37.5,574,0,1,1
8,45,42.5,644,0,1,1
8,45,47.5,709,0,1,1
8,45,52.5,637,0,1,1
8,45,57.5,458,0,1,1
8,45,62.5,282,0,1,1
8,45,67.5,157,0,1,1
8,45,72.5,155,0,1,1
8,45,77.5,122,0,1,1
8,45,82.5,75,0,1,1
9,50,22.5,1100,0,0,0
9,50,27.5,603,0,0,0
9,50,32.5,436,0,0,0
9,50,37.5,525,0,0,0
9,50,42.5,624,0,0,0
9,50,47.5,636,0,0,0
9,50,52.5,466,0,0,0
9,50,57.5,366,0,0,0
9,50,62.5,370,0,0,0
9,50,67.5,309,0,0,0
9,50,72.5,214,0,0,0
9,50,77.5,111,0,0,0
9,50,82.5,128,0,0,0
9,50,22.5,1100,0,0,1
9,50,27.5,603,0,0,1
9,50,32.5,436,0,0,1
9,50,37.5,525,0,0,1
9,50,42.5,624,0,0,1
9,50,47.5,636,0,0,1
9,50,52.5,466,0,0,1
9,50,57.5,366,0,0,1
9,50,62.5,370,0,0,1
9,50,67.5,309,0,0,1
9,50,72.5,214,0,0,1
9,50,77.5,111,0,0,1
9,50,82.5,128,0,0,1
9,50,22.5,1468,0,1,0
9,50,27.5,807,0,1,0
9,50,32.5,553,0,1,0
9,50,37.5,508,0,1,0
9,50,42.5,619,0,1,0
9,50,47.5,621,0,1,0
9,50,52.5,485,0,1,0
9,50,57.5,359,0,1,0
9,50,62.5,325,0,1,0
9,50,67.5,247,1,1,0
9,50,72.5,235,0,1,0
9,50,77.5,155,0,1,0
9,50,82.5,119,0,1,0
9,50,22.5,1468,0,1,1
9,50,27.5,807,0,1,1
9,50,32.5,553,0,1,1
9,50,37.5,508,0,1,1
9,50,42.5,619,0,1,1
9,50,47.5,621,0,1,1
9,50,52.5,485,0,1,1
9,50,57.5,359,0,1,1
9,50,62.5,325,0,1,1
9,50,67.5,247,0,1,1
9,50,72.5,235,0,1,1
9,50,77.5,155,0,1,1
9,50,82.5,119,0,1,1
10,56,22.5,1105,0,0,0
10,56,27.5,480,0,0,0
10,56,32.5,414,0,0,0
10,56,37.5,466,0,0,0
10,56,42.5,582,0,0,0
10,56,47.5,563,0,0,0
10,56,52.5,447,0,0,0
10,56,57.5,365,1,0,0
10,56,62.5,283,2,0,0
10,56,67.5,168,0,0,0
10,56,72.5,125,1,0,0
10,56,77.5,57,0,0,0
10,56,82.5,39,0,0,0
10,56,22.5,1105,0,0,1
10,56,27.5,480,0,0,1
10,56,32.5,414,0,0,1
10,56,37.5,466,0,0,1
10,56,42.5,582,0,0,1
10,56,47.5,563,1,0,1
10,56,52.5,447,1,0,1
10,56,57.5,365,0,0,1
10,56,62.5,283,2,0,1
10,56,67.5,168,2,0,1
10,56,72.5,125,1,0,1
10,56,77.5,57,0,0,1
10,56,82.5,39,0,0,1
10,56,22.5,1543,0,1,0
10,56,27.5,777,0,1,0
10,56,32.5,464,0,1,0
10,56,37.5,499,0,1,0
10,56,42.5,617,0,1,0
10,56,47.5,898,0,1,0
10,56,52.5,460,0,1,0
10,56,57.5,373,0,1,0
10,56,62.5,244,0,1,0
10,56,67.5,174,1,1,0
10,56,72.5,97,1,1,0
10,56,77.5,41,1,1,0
10,56,82.5,51,0,1,0
10,56,22.5,1543,0,1,1
10,56,27.5,777,0,1,1
10,56,32.5,464,0,1,1
10,56,37.5,499,0,1,1
10,56,42.5,617,0,1,1
10,56,47.5,898,0,1,1
10,56,52.5,460,0,1,1
10,56,57.5,373,1,1,1
10,56,62.5,244,1,1,1
10,56,67.5,174,0,1,1
10,56,72.5,97,2,1,1
10,56,77.5,41,1,1,1
10,56,82.5,51,0,1,1
11,60,22.5,1893,0,0,0
11,60,27.5,1032,0,0,0
11,60,32.5,668,0,0,0
11,60,37.5,787,0,0,0
11,60,42.5,950,0,0,0
11,60,47.5,878,1,0,0
11,60,52.5,807,0,0,0
11,60,57.5,629,0,0,0
11,60,62.5,559,0,0,0
11,60,67.5,455,0,0,0
11,60,72.5,298,0,0,0
11,60,77.5,150,1,0,0
11,60,82.5,121,0,0,0
11,60,22.5,1893,0,0,1
11,60,27.5,1032,0,0,1
11,60,32.5,668,0,0,1
11,60,37.5,787,0,0,1
11,60,42.5,950,1,0,1
11,60,47.5,878,0,0,1
11,60,52.5,807,0,0,1
11,60,57.5,629,0,0,1
11,60,62.5,559,0,0,1
11,60,67.5,455,0,0,1
11,60,72.5,298,0,0,1
11,60,77.5,150,0,0,1
11,60,82.5,121,0,0,1
11,60,22.5,2527,0,1,0
11,60,27.5,1443,0,1,0
11,60,32.5,816,0,1,0
11,60,37.5,747,0,1,0
11,60,42.5,902,0,1,0
11,60,47.5,944,0,1,0
11,60,52.5,810,0,1,0
11,60,57.5,607,0,1,0
11,60,62.5,475,0,1,0
11,60,67.5,381,0,1,0
11,60,72.5,249,0,1,0
11,60,77.5,146,0,1,0
11,60,82.5,60,1,1,0
11,60,22.5,2527,0,1,1
11,60,27.5,1443,0,1,1
11,60,32.5,816,0,1,1
11,60,37.5,747,0,1,1
11,60,42.5,902,0,1,1
11,60,47.5,944,0,1,1
11,60,52.5,810,0,1,1
11,60,57.5,607,0,1,1
11,60,62.5,475,0,1,1
11,60,67.5,381,0,1,1
11,60,72.5,249,1,1,1
11,60,77.5,146,0,1,1
11,60,82.5,60,0,1,1
12,65,22.5,1199,0,0,0
12,65,27.5,587,0,0,0
12,65,32.5,451,0,0,0
12,65,37.5,491,0,0,0
12,65,42.5,521,0,0,0
12,65,47.5,553,0,0,0
12,65,52.5,537,0,0,0
12,65,57.5,487,0,0,0
12,65,62.5,404,0,0,0
12,65,67.5,299,0,0,0
12,65,72.5,197,0,0,0
12,65,77.5,103,0,0,0
12,65,82.5,98,0,0,0
12,65,22.5,1199,0,0,1
12,65,27.5,587,0,0,1
12,65,32.5,451,0,0,1
12,65,37.5,491,0,0,1
12,65,42.5,521,1,0,1
12,65,47.5,553,0,0,1
12,65,52.5,537,0,0,1
12,65,57.5,487,0,0,1
12,65,62.5,404,1,0,1
12,65,67.5,299,1,0,1
12,65,72.5,197,0,0,1
12,65,77.5,103,2,0,1
12,65,82.5,98,0,0,1
12,65,22.5,1563,0,1,0
12,65,27.5,944,0,1,0
12,65,32.5,592,0,1,0
12,65,37.5,498,0,1,0
12,65,42.5,583,0,1,0
12,65,47.5,512,0,1,0
12,65,52.5,426,0,1,0
12,65,57.5,382,0,1,0
12,65,62.5,377,0,1,0
12,65,67.5,314,0,1,0
12,65,72.5,183,0,1,0
12,65,77.5,120,0,1,0
12,65,82.5,80,0,1,0
12,65,22.5,1563,0,1,1
12,65,27.5,944,0,1,1
12,65,32.5,592,0,1,1
12,65,37.5,498,0,1,1
12,65,42.5,583,1,1,1
12,65,47.5,512,0,1,1
12,65,52.5,426,1,1,1
12,65,57.5,382,0,1,1
12,65,62.5,377,0,1,1
12,65,67.5,314,0,1,1
12,65,72.5,183,0,1,1
12,65,77.5,120,0,1,1
12,65,82.5,80,0,1,1
13,73,22.5,2394,0,0,0
13,73,27.5,1360,0,0,0
13,73,32.5,1183,0,0,0
13,73,37.5,1209,1,0,0
13,73,42.5,1261,0,0,0
13,73,47.5,1046,0,0,0
13,73,52.5,853,0,0,0
13,73,57.5,725,0,0,0
13,73,62.5,671,0,0,0
13,73,67.5,546,0,0,0
13,73,72.5,355,0,0,0
13,73,77.5,192,0,0,0
13,73,82.5,142,0,0,0
13,73,22.5,2394,0,0,1
13,73,27.5,1360,0,0,1
13,73,32.5,1183,0,0,1
13,73,37.5,1209,0,0,1
13,73,42.5,1261,0,0,1
13,73,47.5,1046,0,0,1
13,73,52.5,853,0,0,1
13,73,57.5,725,0,0,1
13,73,62.5,671,0,0,1
13,73,67.5,546,0,0,1
13,73,72.5,355,0,0,1
13,73,77.5,192,0,0,1
13,73,82.5,142,0,0,1
13,73,22.5,2796,0,1,0
13,73,27.5,1759,0,1,0
13,73,32.5,1302,0,1,0
13,73,37.5,1289,0,1,0
13,73,42.5,1401,0,1,0
13,73,47.5,1066,0,1,0
13,73,52.5,864,0,1,0
13,73,57.5,653,0,1,0
13,73,62.5,550,0,1,0
13,73,67.5,442,0,1,0
13,73,72.5,350,0,1,0
13,73,77.5,214,0,1,0
13,73,82.5,81,0,1,0
13,73,22.5,2796,0,1,1
13,73,27.5,1759,0,1,1
13,73,32.5,1302,0,1,1
13,73,37.5,1289,0,1,1
13,73,42.5,1401,0,1,1
13,73,47.5,1066,0,1,1
13,73,52.5,864,1,1,1
13,73,57.5,653,0,1,1
13,73,62.5,550,0,1,1
13,73,67.5,442,0,1,1
13,73,72.5,350,0,1,1
13,73,77.5,214,0,1,1
13,73,82.5,81,1,1,1
14,80,22.5,2149,0,0,0
14,80,27.5,1318,0,0,0
14,80,32.5,1018,0,0,0
14,80,37.5,857,0,0,0
14,80,42.5,988,0,0,0
14,80,47.5,1018,0,0,0
14,80,52.5,879,0,0,0
14,80,57.5,709,0,0,0
14,80,62.5,483,0,0,0
14,80,67.5,417,0,0,0
14,80,72.5,220,0,0,0
14,80,77.5,137,0,0,0
14,80,82.5,139,0,0,0
14,80,22.5,2149,0,0,1
14,80,27.5,1318,0,0,1
14,80,32.5,1018,0,0,1
14,80,37.5,857,0,0,1
14,80,42.5,988,0,0,1
14,80,47.5,1018,0,0,1
14,80,52.5,879,0,0,1
14,80,57.5,709,0,0,1
14,80,62.5,483,1,0,1
14,80,67.5,417,0,0,1
14,80,72.5,220,0,0,1
14,80,77.5,137,1,0,1
14,80,82.5,139,0,0,1
14,80,22.5,2477,0,1,0
14,80,27.5,1667,0,1,0
14,80,32.5,939,0,1,0
14,80,37.5,782,0,1,0
14,80,42.5,878,0,1,0
14,80,47.5,1028,0,1,0
14,80,52.5,1147,0,1,0
14,80,57.5,1030,0,1,0
14,80,62.5,589,0,1,0
14,80,67.5,348,0,1,0
14,80,72.5,223,0,1,0
14,80,77.5,113,0,1,0
14,80,82.5,86,1,1,0
14,80,22.5,2477,0,1,1
14,80,27.5,1667,0,1,1
14,80,32.5,939,0,1,1
14,80,37.5,782,0,1,1
14,80,42.5,878,0,1,1
14,80,47.5,1028,0,1,1
14,80,52.5,1147,0,1,1
14,80,57.5,1030,0,1,1
14,80,62.5,589,0,1,1
14,80,67.5,348,1,1,1
14,80,72.5,223,1,1,1
14,80,77.5,113,0,1,1
14,80,82.5,86,0,1,1
15,100,22.5,1439,0,0,0
15,100,27.5,744,0,0,0
15,100,32.5,415,0,0,0
15,100,37.5,510,0,0,0
15,100,42.5,564,0,0,0
15,100,47.5,573,0,0,0
15,100,52.5,467,0,0,0
15,100,57.5,402,0,0,0
15,100,62.5,385,0,0,0
15,100,67.5,335,0,0,0
15,100,72.5,254,0,0,0
15,100,77.5,168,0,0,0
15,100,82.5,136,0,0,0
15,100,22.5,1439,0,0,1
15,100,27.5,744,0,0,1
15,100,32.5,415,0,0,1
15,100,37.5,510,0,0,1
15,100,42.5,564,0,0,1
15,100,47.5,573,0,0,1
15,100,52.5,467,0,0,1
15,100,57.5,402,0,0,1
15,100,62.5,385,0,0,1
15,100,67.5,335,0,0,1
15,100,72.5,254,0,0,1
15,100,77.5,168,0,0,1
15,100,82.5,136,1,0,1
15,100,22.5,1613,0,1,0
15,100,27.5,1042,0,1,0
15,100,32.5,638,0,1,0
15,100,37.5,510,0,1,0
15,100,42.5,624,0,1,0
15,100,47.5,628,0,1,0
15,100,52.5,513,0,1,0
15,100,57.5,405,0,1,0
15,100,62.5,326,0,1,0
15,100,67.5,252,0,1,0
15,100,72.5,169,0,1,0
15,100,77.5,107,0,1,0
15,100,82.5,68,0,1,0
15,100,22.5,1613,0,1,1
15,100,27.5,1042,0,1,1
15,100,32.5,638,0,1,1
